image_path,current_label,caption,material_mentions,confidence,garment_id,split,reason
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003479-04_4_full.jpg,Denim,The person is wearing a long-sleeve sweater with solid color patterns. The sweater is with knitting fabric and its neckline is crew. The pants the per,,LOW,00003479-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003479-07_4_full.jpg,Denim,"The sweater the female wears has long sleeves, its fabric is knitting, and it has solid color patterns. The sweater has a crew neckline. The female we",,LOW,00003479-07,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003479-08_4_full.jpg,Denim,This lady wears a long-sleeve sweater with pure color patterns. The sweater is with knitting fabric. It has a round neckline. This lady wears a long p,,LOW,00003479-08,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003547-01_4_full.jpg,Denim,"The T-shirt this female wears has short sleeves, its fabric is knitting, and it has graphic patterns. The T-shirt has a round neckline. This female we",,LOW,00003547-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003569-02_4_full.jpg,Denim,"Her shirt has medium sleeves, knitting fabric and pure color patterns. It has a round neckline. The pants this person wears is of long length. The pan",,LOW,00003569-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003693-03_4_full.jpg,Denim,The lady wears a long-sleeve shirt with graphic patterns and a long trousers. The shirt is with knitting fabric and its neckline is crew. The trousers,,LOW,00003693-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003728-01_4_full.jpg,Denim,"Her tank top has no sleeves, knitting fabric and graphic patterns. The neckline of it is round. The trousers this female wears is of long length. The ",,LOW,00003728-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003984-03_1_front.jpg,Denim,This person wears a medium-sleeve shirt with pure color patterns. The shirt is with knitting fabric. It has a stand neckline. This person wears a long,,LOW,00003984-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00004095-02_1_front.jpg,Denim,"Her shirt has long sleeves, knitting fabric and stripe patterns. It has a round neckline. The shorts this female wears is of three-point length. The s",,LOW,00004095-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00004095-02_4_full.jpg,Denim,"The shirt this lady wears has long sleeves, its fabric is knitting, and it has striped patterns. The shirt has a round neckline. This lady wears a thr",,LOW,00004095-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00004103-02_4_full.jpg,Denim,"The upper clothing has medium sleeves, knitting fabric and complicated patterns. The neckline of it is crew. The lower clothing is of long length. The",,LOW,00004103-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00004119-04_7_additional.jpg,Denim,"The shirt the lady wears has long sleeves, its fabric is knitting, and it has graphic patterns. The shirt has a crew neckline. The lady wears a long t",,LOW,00004119-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00004403-06_7_additional.jpg,Denim,The sweater this lady wears has long sleeves and it is with knitting fabric and complicated patterns. The neckline of the sweater is round. This lady ,,LOW,00004403-06,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00004667-01_4_full.jpg,Denim,The sweater the female wears has long sleeves and its fabric is knitting. The pattern of it is complicated. It has a crew neckline. The female wears a,,LOW,00004667-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00004787-10_7_additional.jpg,Denim,This person wears a long-sleeve shirt with graphic patterns. The shirt is with knitting fabric. It has a crew neckline. The trousers this person wears,,LOW,00004787-10,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00004787-12_7_additional.jpg,Denim,The lady wears a long-sleeve sweater with graphic patterns and long trousers. The sweater is with knitting fabric and it has a crew neckline. The trou,,LOW,00004787-12,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00004836-02_1_front.jpg,Denim,This woman is wearing a long-sleeve shirt with lattice patterns. The shirt is with knitting fabric. It has a round neckline. This woman wears a long t,,LOW,00004836-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00004861-03_4_full.jpg,Denim,"The upper clothing has long sleeves, knitting fabric and stripe patterns. It has a round neckline. The lower clothing is of long length. The fabric is",,LOW,00004861-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00005242-02_4_full.jpg,Denim,This lady is wearing a long-sleeve shirt with pure color patterns. The shirt is with furry fabric and its neckline is round. This lady wears a long tr,,LOW,00005242-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00005434-03_1_front.jpg,Denim,"Her shirt has long sleeves, knitting fabric and graphic patterns. It has a stand neckline. The shorts this lady wears is of three-point length. The sh",,LOW,00005434-03,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00005520-01_1_front.jpg,Denim,This lady is wearing a long-sleeve shirt with graphic patterns. The shirt is with knitting fabric and its neckline is round. The shorts this lady wear,,LOW,00005520-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00005951-02_7_additional.jpg,Denim,This woman wears a long-sleeve sweater with other patterns. The sweater is with other fabric. The trousers this woman wears is of long length. The tro,,LOW,00005951-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00006205-01_4_full.jpg,Denim,This female wears a short-sleeve T-shirt with solid color patterns and a long trousers. The T-shirt is with knitting fabric. The neckline of the T-shi,,LOW,00006205-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00006219-04_3_back.jpg,Denim,This woman wears a long-sleeve sweater with graphic patterns. The sweater is with knitting fabric. The pants this woman wears is of three-point length,,LOW,00006219-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00006734-07_7_additional.jpg,Denim,The shirt the female wears has long sleeves and its fabric is knitting. The pattern of it is solid color. It has a round neckline. The female wears a ,,LOW,00006734-07,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00006734-10_4_full.jpg,Denim,"The sweater this person wears has long sleeves, its fabric is knitting, and it has solid color patterns. The sweater has a round neckline. This person",,LOW,00006734-10,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00006849-04_4_full.jpg,Denim,"The upper clothing has long sleeves, knitting fabric and solid color patterns. It has a crew neckline. The lower clothing is of long length. The fabri",,LOW,00006849-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00006849-05_4_full.jpg,Denim,The person is wearing a long-sleeve sweater with solid color patterns. The sweater is with knitting fabric. It has a round neckline. The person wears ,,LOW,00006849-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00006882-02_4_full.jpg,Denim,The female is wearing a long-sleeve sweater with graphic patterns and a long trousers. The sweater is with knitting fabric. The neckline of the sweate,,LOW,00006882-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00006975-01_4_full.jpg,Denim,This person is wearing a long-sleeve sweater with pure color patterns. The sweater is with knitting fabric. It has a round neckline. The trousers this,,LOW,00006975-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00007015-03_4_full.jpg,Denim,The sweater this person wears has long sleeves and it is with knitting fabric and graphic patterns. The neckline of the sweater is crew. This person w,,LOW,00007015-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00007015-04_4_full.jpg,Denim,This female wears a long-sleeve sweater with graphic patterns and a long trousers. The sweater is with knitting fabric. The neckline of the sweater is,,LOW,00007015-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00007221-04_4_full.jpg,Denim,"The upper clothing has long sleeves, knitting fabric and graphic patterns. The neckline of it is crew. The lower clothing is of long length. The fabri",,LOW,00007221-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00007855-04_1_front.jpg,Denim,This person wears a long-sleeve shirt with pure color patterns and long pants. The shirt is with knitting fabric and it has a crew neckline. The pants,,LOW,00007855-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweatshirts_Hoodies-id_00000126-04_4_full.jpg,Denim,The person wears a long-sleeve sweater with stripe patterns. The sweater is with knitting fabric. It has a v-shape neckline. The person wears a long t,,LOW,00000126-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweatshirts_Hoodies-id_00000469-02_3_back.jpg,Denim,The lady is wearing a long-sleeve sweater with solid color patterns and a three-point pants. The sweater is with knitting fabric. The pants are with d,,LOW,00000469-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweatshirts_Hoodies-id_00004430-04_4_full.jpg,Denim,This woman wears a long-sleeve shirt with other patterns and a long trousers. The shirt is with knitting fabric and its neckline is round. The trouser,,LOW,00004430-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweatshirts_Hoodies-id_00004830-02_7_additional.jpg,Denim,This lady wears a long-sleeve sweater with striped patterns and a three-point pants. The sweater is with knitting fabric. The neckline of the sweater ,,LOW,00004830-02,train,caption does not support assigned label
